publisher;agr_type;publisher_journal_title;publisher_journal_id;publisher_pissn;publisher_eissn;publisher_journal_type;publisher_journal_price_eur;publisher_journal_price_usd;publisher_journal_price_gbp;publisher_journal_apc_eur;publisher_journal_apc_usd;publisher_journal_apc_gbp;publisher_journal_apc_agr_eur;publisher_journal_apc_agr_usd;publisher_journal_apc_agr_gbp;publisher_journal_url;publisher_journal_license;publisher_journal_imprint;publisher_standard_name;nsd_journal_id;nsd_level;npi_academic_discipline;npi_scientific_field;jct_journal_status;last_updated
acs;par;ACS Biomaterials Science & Engineering;acs_abseba;NA;2373-9878;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/abseba;CC-BY;NA;American Chemical Society;497614;NA;Natural Sciences and Engineering;Biosciences;NA;2024-01-11
acs;par;ACS Catalysis;acs_accacs;NA;2155-5435;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/accacs;CC-BY;NA;American Chemical Society;479226;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Central Science;acs_acscii;NA;2374-7951;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/acscii;CC-BY;NA;American Chemical Society;491450;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Chemical Biology;acs_acbcct;1554-8929;1554-8937;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/acbcct;CC-BY;NA;American Chemical Society;471705;2;Natural Sciences and Engineering;Biosciences;NA;2024-01-11
acs;par;ACS Chemical Health & Safety;acs_achsc5;1871-5532;1878-0504;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/achsc5;CC-BY;NA;American Chemical Society;438987;NA;Health Sciences;Pharmacology and Toxicology;NA;2024-01-11
acs;par;ACS Chemical Neuroscience;acs_acncdm;NA;1948-7193;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/acncdm;CC-BY;NA;American Chemical Society;478129;NA;Natural Sciences and Engineering;Biosciences;NA;2024-01-11
acs;par;ACS Combinatorial Science4;acs_acsccc;2156-8952;2156-8944;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/acsccc;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;ACS ES&T Air (New in 2024);acs_aeacd5;NA;2837-1402;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aeacd5;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;ACS ES&T Engineering;acs_aeecco;NA;2690-0645;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aeecco;CC-BY;NA;American Chemical Society;505616;NA;Natural Sciences and Engineering;Interdisciplinary Technology;NA;2024-01-11
acs;par;ACS ES&T Water;acs_aewcaa;NA;2690-0637;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aewcaa;CC-BY;NA;American Chemical Society;503672;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Earth and Space Chemistry;acs_aesccq;NA;2472-3452;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aesccq;CC-BY;NA;American Chemical Society;495254;NA;Natural Sciences and Engineering;Geosciences;transformative;2024-01-11
acs;par;ACS Energy Letters;acs_aelccp;NA;2380-8195;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aelccp;CC-BY;NA;American Chemical Society;498128;NA;Natural Sciences and Engineering;Energy;transformative;2024-01-11
acs;par;ACS Engineering Au1;acs_aeacb3;NA;2694-2488;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsengineeringau;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;ACS Environmental Au1;acs_aeacc4;NA;2694-2518;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsenvironau;CC-BY;NA;American Chemical Society;504403;NA;Natural Sciences and Engineering;Geosciences;NA;2024-01-11
acs;par;ACS Food Science & Technology;acs_afsthl;NA;2692-1944;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsfoodscitech;CC-BY;NA;American Chemical Society;500639;NA;Natural Sciences and Engineering;Biosciences;transformative;2024-01-11
acs;par;ACS Infectious Diseases;acs_aidcbc;NA;2373-8227;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aidcbc;CC-BY;NA;American Chemical Society;496927;NA;Health Sciences;Infectious Diseases;NA;2024-01-11
acs;par;ACS Macro Letters;acs_amlccd;NA;2161-1653;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/amlccd;CC-BY;NA;American Chemical Society;481203;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Materials Au1;acs_amacgu;NA;2694-2461;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsmaterialsau;CC-BY;NA;American Chemical Society;502660;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Materials Letters;acs_amlcef;NA;2639-4979;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/amlcef;CC-BY;NA;American Chemical Society;497297;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Measurement Science Au1;acs_amachv;NA;2694-250X;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsmeasuresciau;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;ACS Medicinal Chemistry Letters;acs_amclct;NA;1948-5875;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/amclct;CC-BY;NA;American Chemical Society;476874;NA;Health Sciences;Biomedicine;NA;2024-01-11
acs;par;ACS Nano;acs_ancac3;1936-0851;1936-086X;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/ancac3;CC-BY;NA;American Chemical Society;475973;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Nanoscience Au1;acs_anaccx;NA;2694-2496;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsnanoscienceau;CC-BY;NA;American Chemical Society;502484;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Omega;acs_acsodf;NA;2470-1343;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/acsodf;CC-BY;NA;American Chemical Society;491359;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Organic & Inorganic Au1;acs_aoiab5;NA;2694-247X;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsorginorgau;CC-BY;NA;American Chemical Society;502584;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Pharmacology & Translational Science;acs_aptsfn;NA;2575-9108;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/aptsfn;CC-BY;NA;American Chemical Society;504567;NA;Health Sciences;Pharmacology and Toxicology;transformative;2024-01-11
acs;par;ACS Photonics;acs_apchd5;NA;2330-4022;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/apchd5;CC-BY;NA;American Chemical Society;486775;NA;Natural Sciences and Engineering;Physics;transformative;2024-01-11
acs;par;ACS Physical Chemistry Au1;acs_apcach;NA;2694-2445;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acsphyschemau;CC-BY;NA;American Chemical Society;502583;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Polymers Au1;acs_apaccd;NA;2694-2453;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/acspolymersau;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;ACS Sensors;acs_ascefj;NA;2379-3694;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/ascefj;CC-BY;NA;American Chemical Society;494897;NA;Health Sciences;Biomedicine;transformative;2024-01-11
acs;par;ACS Sustainable Chemistry & Engineering;acs_ascecg;NA;2168-0485;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/ascecg;CC-BY;NA;American Chemical Society;489310;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;ACS Sustainable Resource Management (New in 2024);acs_asrmcd;NA;2837-1445;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/asrmcd;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;ACS Synthetic Biology;acs_asbcd6;NA;2161-5063;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/asbcd6;CC-BY;NA;American Chemical Society;483828;NA;Natural Sciences and Engineering;Biosciences;transformative;2024-01-11
acs;par;Accounts of Chemical Research;acs_achre4;0001-4842;1520-4898;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/achre4;CC-BY;NA;American Chemical Society;437126;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Accounts of Materials Research;acs_amrcda;NA;2643-6728;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/amrcda;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;transformative;2024-01-11
acs;par;Analytical Chemistry;acs_ancham;0003-2700;1520-6882;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/ancham;CC-BY;NA;American Chemical Society;341272;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Biochemistry;acs_bichaw;0006-2960;1520-4995;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/bichaw;CC-BY;NA;American Chemical Society;475658;NA;Natural Sciences and Engineering;Biosciences;transformative;2024-01-11
acs;par;Bioconjugate Chemistry;acs_bcches;1043-1802;1520-4812;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/bcches;CC-BY;NA;American Chemical Society;438424;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Biomacromolecules;acs_bomaf6;1525-7797;1526-4602;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/bomaf6;CC-BY;NA;American Chemical Society;438464;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;C&EN Global Enterprise2;acs_cgeabj;NA;2474-7408;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/cgeabj;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;Chem & Bio Engineering (New in 2024);acs_cbehb5;NA;2836-967X;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/page/cbehb5;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;Chemical & Biomedical Imaging (new in 2023);acs_cbihbp;NA;2832-3637;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/cbihbp;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;Chemical Research in Toxicology;acs_crtoec;0893-228X;1520-5010;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/crtoec;CC-BY;NA;American Chemical Society;438995;NA;Health Sciences;Pharmacology and Toxicology;NA;2024-01-11
acs;par;Chemical Reviews;acs_chreay;0009-2665;1520-6890;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/chreay;CC-BY;NA;American Chemical Society;340550;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Chemistry of Materials;acs_cmatex;0897-4756;1520-5002;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/cmatex;CC-BY;NA;American Chemical Society;439014;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Crystal Growth & Design;acs_cgdefu;1528-7483;1528-7505;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/cgdefu;CC-BY;NA;American Chemical Society;439623;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Energy & Fuels;acs_enfuem;0887-0624;1520-5029;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/enfuem;CC-BY;NA;American Chemical Society;440225;2;Natural Sciences and Engineering;Energy;NA;2024-01-11
acs;par;Environment & Health (new in 2023);acs_ehnea2;NA;2833-8278;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/ehnea2;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;Environmental Science & Technology;acs_esthag;0013-936X;1520-5851;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/esthag;CC-BY;NA;American Chemical Society;342388;2;Natural Sciences and Engineering;Interdisciplinary Technology;transformative;2024-01-11
acs;par;Environmental Science & Technology Letters;acs_estlcu;NA;2328-8930;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/estlcu;CC-BY;NA;American Chemical Society;483676;NA;Natural Sciences and Engineering;Interdisciplinary Technology;transformative;2024-01-11
acs;par;Industrial & Engineering Chemistry Research;acs_iecred;0888-5885;1520-5045;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/iecred;CC-BY;NA;American Chemical Society;441560;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Inorganic Chemistry;acs_inocaj;0020-1669;1520-510X;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/inocaj;CC-BY;NA;American Chemical Society;441642;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;JACS Au1;acs_jaaucr;NA;2691-3704;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jaaucr;CC-BY;NA;American Chemical Society;502581;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Journal of Agricultural and Food Chemistry;acs_jafcau;0021-8561;1520-5118;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jafcau;CC-BY;NA;American Chemical Society;442359;2;Natural Sciences and Engineering;Biosciences;NA;2024-01-11
acs;par;Journal of Chemical & Engineering Data;acs_jceaax;0021-9568;1520-5134;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jceaax;CC-BY;NA;American Chemical Society;442555;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Journal of Chemical Education;acs_jceda8;0021-9584;1938-1328;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jceda8;CC-BY;NA;American Chemical Society;442558;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Journal of Chemical Information and Modeling;acs_jcisd8;1549-9596;1549-960X;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jcisd8;CC-BY;NA;American Chemical Society;481441;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Journal of Chemical Theory and Computation;acs_jctcce;1549-9618;1549-9626;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jctcce;CC-BY;NA;American Chemical Society;469012;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Journal of Medicinal Chemistry;acs_jmcmar;0022-2623;1520-4804;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jmcmar;CC-BY;NA;American Chemical Society;443311;2;Health Sciences;Pharmacology and Toxicology;NA;2024-01-11
acs;par;Journal of Natural Products;acs_jnprdf;0163-3864;1520-6025;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jnprdf;CC-BY;NA;American Chemical Society;443379;2;Health Sciences;Pharmacology and Toxicology;NA;2024-01-11
acs;par;Journal of Proteome Research;acs_jprobs;1535-3893;1535-3907;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jprobs;CC-BY;NA;American Chemical Society;443614;2;Health Sciences;Biomedicine;transformative;2024-01-11
acs;par;Journal of the American Chemical Society;acs_jacsat;0002-7863;1520-5126;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jacsat;CC-BY;NA;American Chemical Society;443853;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Journal of the American Society for Mass Spectrometry;acs_jamsef;1044-0305;1879-1123;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jamsef;CC-BY;NA;American Chemical Society;443874;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Langmuir;acs_langd5;0743-7463;1520-5827;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/langd5;CC-BY;NA;American Chemical Society;444281;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Macromolecules;acs_mamobx;0024-9297;1520-5835;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/mamobx;CC-BY;NA;American Chemical Society;444509;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Molecular Pharmaceutics;acs_mpohbp;1543-8384;1543-8392;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/mpohbp;CC-BY;NA;American Chemical Society;474607;NA;Health Sciences;Pharmacology and Toxicology;NA;2024-01-11
acs;par;Nano Letters;acs_nalefd;1530-6984;1530-6992;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/nalefd;CC-BY;NA;American Chemical Society;445028;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Organic Letters;acs_orlef7;1523-7060;1523-7052;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/orlef7;CC-BY;NA;American Chemical Society;445471;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Organic Process Research & Development;acs_oprdfk;1083-6160;1520-586X;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/oprdfk;CC-BY;NA;American Chemical Society;445473;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;Organometallics;acs_orgnd7;0276-7333;1520-6041;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/orgnd7;CC-BY;NA;American Chemical Society;445482;2;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;Precision Chemistry (new in 2024);acs_pcrhej;NA;2771-9316;gold;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/pcrhej;CC-BY;NA;American Chemical Society;NA;NA;NA;NA;NA;2024-01-11
acs;par;The Journal of Organic Chemistry;acs_joceah;0022-3263;1520-6904;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/joceah;CC-BY;NA;American Chemical Society;443465;2;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
acs;par;The Journal of Physical Chemistry A3;acs_jpcafh;1089-5639;1520-5215;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jpcafh;CC-BY;NA;American Chemical Society;443538;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;The Journal of Physical Chemistry B3;acs_jpcbfk;1520-6106;1520-5207;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jpcbfk;CC-BY;NA;American Chemical Society;443539;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;The Journal of Physical Chemistry C3;acs_jpccck;1932-7447;1932-7455;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jpccck;CC-BY;NA;American Chemical Society;470639;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;transformative;2024-01-11
acs;par;The Journal of Physical Chemistry Letters;acs_jpclcd;NA;1948-7185;hybrid;NA;NA;NA;NA;5000;NA;NA;NA;NA;pubs.acs.org/journal/jpclcd;CC-BY;NA;American Chemical Society;476745;NA;Natural Sciences and Engineering;Chemistry and Materials Technology;NA;2024-01-11
cup;par;AI EDAM;cup_AIE;0890-0604;1469-1760;hybrid;NA;NA;689;NA;NA;2320;NA;NA;NA;http://www.cambridge.org/core/product/identifier/AIE/type/JOURNAL;CC BY / CC BY-SA / CC BY-NC / CC BY-ND / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;438114;NA;Natural Sciences and Engineering;Construction Engineering;transformative;2024-01-12
cup;par;AJIL Unbound;cup_AJU;NA;2398-7723;diamond;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://www.cambridge.org/core/product/identifier/AJU/type/JOURNAL;CC BY / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;498617;NA;Social Science;Law;NA;2024-01-12
cup;par;ANZIAM Journal;cup_ANZ;1446-1811;1446-8735;hybrid;NA;NA;313;NA;NA;2320;NA;NA;NA;http://www.cambridge.org/core/product/identifier/ANZ/type/JOURNAL;CC BY / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;437885;NA;Natural Sciences and Engineering;Mathematics;transformative;2024-01-12
cup;par;ASTIN Bulletin: The Journal of the IAA;cup_ASB;0515-0361;1783-1350;hybrid;NA;NA;177;NA;NA;2320;NA;NA;NA;http://www.cambridge.org/core/product/identifier/ASB/type/JOURNAL;CC BY / CC BY-SA / CC BY-NC / CC BY-ND / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;449210;NA;Social Science;Business and Finance;transformative;2024-01-12
cup;par;Acta Neuropsychiatrica;cup_NEU;0924-2708;1601-5215;hybrid;NA;NA;375;NA;NA;2320;NA;NA;NA;http://www.cambridge.org/core/product/identifier/NEU/type/JOURNAL;CC BY / CC BY-SA / CC BY-NC / CC BY-ND / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;437230;NA;Health Sciences;Psychiatry;transformative;2024-01-12
cup;par;Acta Numerica;cup_ANU;0962-4929;1474-0508;hybrid;NA;NA;131;NA;NA;2780;NA;NA;NA;http://www.cambridge.org/core/product/identifier/ANU/type/JOURNAL;CC BY / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;437231;2;Natural Sciences and Engineering;Mathematics;NA;2024-01-12
cup;par;Advances in Applied Probability;cup_APR;0001-8678;1475-6064;hybrid;NA;NA;312;NA;NA;2320;NA;NA;NA;http://www.cambridge.org/core/product/identifier/APR/type/JOURNAL;NA;NA;Cambridge University Press;341590;2;Natural Sciences and Engineering;Mathematics;NA;2024-01-12
cup;par;Advances in Archaeological Practice;cup_AAP;NA;2326-3768;hybrid;NA;NA;155;NA;NA;2320;NA;NA;NA;http://www.cambridge.org/core/product/identifier/AAP/type/JOURNAL;CC BY / CC BY-NC-SA / CC BY-NC-ND;NA;Cambridge University Press;497616;NA;Humanities;Archaeology and Conservation;transformative;2024-01-12
