agr_name;agr_participant;agr_inst_tag;cri_inst_name_all;cri_inst_id;edvarda_participant_id;publisher_standard_name;agr_name_edvarda;agr_date_start;agr_date_end;agr_date_updated;agr_prod_name
elsevier;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Høgskulen i Volda;hvo;Høgskulen i Volda;223;15450;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Institutt for energiteknikk;ife;Institutt for energiteknikk;7492;15451;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Lovisenberg Diakonale Høgskole;ldh;Lovisenberg diakonale høgskole;230;15464;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Meteorologisk institutt;met;Meteorologisk institutt;7419;15468;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Miljødirektoratet;mdir;NA;NA;15467;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;NILU - Stiftelsen Norsk Institutt For Luftforskning;nilu;NILU - Norsk institutt for luftforskning;7460;15488;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;NA;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;NA;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Nofima;nofima;NOFIMA;7543;15496;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Nord Universitet;nord;Nord universitet;204;15499;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges Geotekniske Institutt;ngi;Norges Geotekniske Institutt;7452;15477;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges Handelshøyskole;nhh;Norges Handelshøyskole;191;15480;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges geologiske undersøkelse;ngu;Norges geologiske undersøkelse;7451;15478;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges teknisk-naturvitenskapelige universitet;ntnu02;St. Olavs Hospital HF;1920;15507;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norges vassdrags- og energidirektorat;nve;NA;NA;15509;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norsk Polarinstitutt;npolar;Norsk Polarinstitutt;7466;15502;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Norsk institutt for naturforskning;nina;Norsk institutt for naturforskning;7511;15489;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Regionsenter for barn og unges psykiske helse, helseregion Øst og Sør;rbupos;RBUP Øst og Sør;7539;15519;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Ruralis - Institutt for rural- og regionalforskning;rura;RURALIS – Institutt for rural- og regionalforskning;7501;51034;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Subject Collections Agriculture & Biological Sciences + Social Sciences
elsevier;SINTEF AS;sintef;SINTEF Narvik;6228;15526;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;SINTEF AS;sintef02;SINTEF AS;7401;15526;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;SINTEF AS;sintef03;SINTEF Energi AS;7548;15526;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;SINTEF AS;sintef04;SINTEF Ocean;7566;15526;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;SINTEF AS;sintef05;SINTEF Manufacturing;7630;15526;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Statens Arbeidsmiljøinstitutt;stami;Statens arbeidsmiljøinstitutt;7476;15537;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Statistisk Sentralbyrå;ssb;Statistisk sentralbyrå;5932;15535;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Tannhelsetjenestens Kompetansesentre;tk;Tannhelsetjenestens kompetansesentre;2060;15541;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Transportøkonomisk Institutt;toei;Transportøkonomisk institutt;7482;15544;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;UiO : Universitetsbiblioteket;uio02;Akershus universitetssykehus HF;1972;15550;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;UiO : Universitetsbiblioteket;uio03;Oslo universitetssykehus HF;2012;15550;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;UiO : Universitetsbiblioteket;uio04;Kreftregisteret - Institutt for populasjonsbasert kreftforskning;5737;15550;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;UiT - Norges arktiske universitet;uit02;Universitetssykehuset Nord-Norge HF;1902;15552;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Universitetet i Agder;uia;Universitetet i Agder;201;15548;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Universitetet i Bergen;uib02;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Universitetssenteret på Svalbard;unis;Universitetssenteret på Svalbard;195;15553;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;VID Vitenskapelige Høgskole;vid;VID vitenskapelige høgskole;251;15557;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
elsevier;Veterinærinstituttet;vetinst;Veterinærinstituttet;7497;15556;Elsevier;Science Direct 2022-2024;2022-01-01;2024-12-31;NA;Freedom Collection
oupj;Barne-, ungdoms- og familiedirektoratet;bufdir;NA;NA;15356;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Diakonhjemmet Sykehus. Medisinsk Bibliotek;diakonsyk;Diakonhjemmet sykehus;1990;15359;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Norges Bank;nbank;NA;NA;15472;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Norges teknisk-naturvitenskapelige universitet;ntnu02;St. Olavs Hospital HF;1920;15507;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiO : Universitetsbiblioteket;uio02;Akershus universitetssykehus HF;1972;15550;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiO : Universitetsbiblioteket;uio03;Oslo universitetssykehus HF;2012;15550;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiO : Universitetsbiblioteket;uio04;Kreftregisteret - Institutt for populasjonsbasert kreftforskning;5737;15550;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiO : Universitetsbiblioteket;uio05;Folkehelseinstituttet;7502;15550;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;UiT - Norges arktiske universitet;uit02;Universitetssykehuset Nord-Norge HF;1902;15552;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Universitetet i Agder;uia;Universitetet i Agder;201;15548;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
oupj;Universitetet i Bergen;uib02;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;Oxford University Press;Oxford University Press Journals 2023-2024;2022-01-01;2024-12-31;NA;OUP 2023 collection with yearly upgrade
sage;Barne-, ungdoms- og familiedirektoratet;bufdir;NA;NA;15356;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Bergen Global, Chr. Michelsens Institutt;cmi;Chr. Michelsen Institute;7416;15355;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Dronning Mauds Minne Høgskole For Barnehagelærerutdanning;dmmh;Dronning Mauds Minne Høgskole for barnehagelærerutdanning;253;15360;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Forskningsstiftelsen Fafo;fafo;Forskningsstiftelsen Fafo;7425;15362;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Høgskolen I Innlandet;inn;Høgskolen i Innlandet;209;15428;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Høgskulen i Volda;hvo;Høgskulen i Volda;223;15450;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Institutt For Fredsforskning;prio;PRIO - Institutt for fredsforskning;7435;15516;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Lovisenberg Diakonale Høgskole;ldh;Lovisenberg diakonale høgskole;230;15464;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;NA;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;NA;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Nofima;nofima;NOFIMA;7543;15496;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Nord Universitet;nord;Nord universitet;204;15499;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
sage;Nordlandsforskning;nf;Nordlandsforskning;7446;15474;SAGE;Sage Premier 2023;2023-01-01;2023-12-31;2023-04-24;NA
