agr_name;agr_participant;agr_inst_tag;cri_inst_name_all;cri_inst_id;edvarda_participant_id;publisher_standard_name;agr_name_edvarda;agr_date_start;agr_date_end;agr_date_updated
cup;VID Vitenskapelige Høgskole;vid;VID vitenskapelige høgskole;251;15557;Cambridge University Press;CUP 2025-27;2025-01-01;2027-12-31;2025-02-24
elsevier;Bergen Global, Chr. Michelsens Institutt;cmi;Chr. Michelsen Institute;7416;15355;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Departementenes Sikkerhets- Og Serviceorganisasjon;dss;NA;NA;15361;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Direktoratet for strålevern og atomsikkerhet;dsa;NA;NA;15505;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Folkehelseinstituttet;fhi;Folkehelseinstituttet;7502;15419;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Forsvarets forskningsinstitutt;ffi;Forsvarets forskningsinstitutt;7428;15418;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;GRID-Arendal;grida;NA;NA;51025;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Høgskulen i Volda;hvo;Høgskulen i Volda;223;15450;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Institutt for energiteknikk;ife;Institutt for energiteknikk;7492;15451;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Lovisenberg Diakonale Høgskole;ldh;Lovisenberg diakonale høgskole;230;15464;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Meteorologisk institutt;met;Meteorologisk institutt;7419;15468;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;NILU;nilu;NILU;7460;15488;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;nkvts;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;51035;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;NTNU Samfunnsforskning AS;ntnusam;NTNU Samfunnsforskning AS;7403;51037;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Nofima;nofima;NOFIMA;7543;15496;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Nord Universitet;nord;Nord universitet;204;15499;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges Geotekniske Institutt;ngi;Norges Geotekniske Institutt;7452;15477;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges Handelshøyskole;nhh;Norges Handelshøyskole;191;15480;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges geologiske undersøkelse;ngu;Norges geologiske undersøkelse;7451;15478;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norges vassdrags- og energidirektorat;nve;NA;NA;15509;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norsk Polarinstitutt;npolar;Norsk Polarinstitutt;7466;15502;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Norsk institutt for naturforskning;nina;Norsk institutt for naturforskning;7511;15489;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Regionsenter for barn og unges psykiske helse, helseregion Øst og Sør;rbupos;RBUP Øst og Sør;7539;15519;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Ruralis - Institutt for rural- og regionalforskning;rura;RURALIS – Institutt for rural- og regionalforskning;7501;51034;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;SINTEF AS;sintef;SINTEF AS;7401;15526;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Statens Arbeidsmiljøinstitutt;stami;Statens arbeidsmiljøinstitutt;7476;15537;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Statistisk Sentralbyrå;ssb;Statistisk sentralbyrå;5932;15535;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Tannhelsetjenestens Kompetansesentre;tk;Tannhelsetjenestens kompetansesentre;2060;15541;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Transportøkonomisk institutt;toei;Transportøkonomisk institutt;7482;15544;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiO : Universitetsbiblioteket;uio_1972;Akershus universitetssykehus HF;1972;15550;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiO : Universitetsbiblioteket;uio_5737;Kreftregisteret - Institutt for populasjonsbasert kreftforskning;5737;15550;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetet i Agder;uia;Universitetet i Agder;201;15548;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetet i Innlandet;inn;Universitetet i Innlandet;209;15428;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Universitetssenteret på Svalbard;unis;Universitetssenteret på Svalbard;195;15553;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;VID Vitenskapelige Høgskole;vid;VID vitenskapelige høgskole;251;15557;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
elsevier;Veterinærinstituttet;vetinst;Veterinærinstituttet;7497;15556;Elsevier;Elsevier 2025-2027;2025-01-01;2027-12-31;2025-02-17
frontiers;Akershus Universitetssykehus;ahus;Akershus universitetssykehus HF;1972;15346;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Direktoratet for strålevern og atomsikkerhet;dsa;NA;NA;15505;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Folkehelseinstituttet;fhi;Folkehelseinstituttet;7502;15419;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Forskningsstiftelsen Fafo;fafo;NA;NA;15362;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Forsvarets Høgskole;fhs;Forsvarets høgskole;1627;15420;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;NILU;nilu;NILU;7460;15488;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;nkvts;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;51035;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Nofima;nofima;NOFIMA;7543;15496;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Nord Universitet;nord;Nord universitet;204;15499;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Norges Geotekniske Institutt;ngi;Norges Geotekniske Institutt;7452;15477;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Norsk Utenrikspolitisk Institutt;nupi;Norsk Utenrikspolitisk Institutt;7471;15508;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Norsk institutt for naturforskning;nina;Norsk institutt for naturforskning;7511;15489;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;SINTEF AS;sintef;SINTEF AS;7401;15526;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Sykehuset Østfold;ostfsyk;Sykehuset Østfold HF;1983;15510;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Sørlandet Sykehus HF;sshf;Sørlandet sykehus HF;1965;15536;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Transportøkonomisk institutt;toei;Transportøkonomisk institutt;7482;15544;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Universitetet i Agder;uia;Universitetet i Agder;201;15548;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Universitetet i Innlandet;inn;Universitetet i Innlandet;209;15428;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Universitetssenteret på Svalbard;unis;Universitetssenteret på Svalbard;195;15553;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
frontiers;Vestre Viken HF;vvhf;Vestre Viken HF;2017;15559;Frontiers;Frontiers 2025;2025-01-01;2025-12-31;2025-02-25
iop;Institutt for energiteknikk;ife;Institutt for energiteknikk;7492;15451;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;SINTEF AS;sintef;SINTEF AS;7401;15526;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;Universitetet I Stavanger;uis_1938;Helse Stavanger HF - Stavanger universitetssjukehus;1938;15551;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
iop;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;IOP Publishing;IOP 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Barne-, ungdoms- og familiedirektoratet;bufdir;NA;NA;15356;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Diakonhjemmet Sykehus. Medisinsk Bibliotek;diakonsyk;Diakonhjemmet sykehus;1990;15359;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
